S7055
T1-18.8 m/s-LLT
Freestream speed = 18.800 m/s


 Ctrl        α (°)        β (°)        φ (°)        CL           CD           CD_viscous   CD_induced   CY           Cm           Cm_viscous   Cm_pressure  Cl           Cn           Cn_viscous   Cn_pressure  CL/CD        CL^(3/2)/CD  1/sqrt(CL)   Lift (N)     Drag (N)     Fx_FF (N)    Fy_FF (N)    Fz_FF (N)    Fx_sum (N)   Fy_sum (N)   Fz_sum (N)   Extra drag (N)  Fuse drag (N)  Cf_Fuse      Vx (m/s)     Vz (m/s)     V (m/s)      Gamma        L (N.m)      M (N.m)      N (N.m)      CPx (m)      CPy (m)      CPz (m)      BM (N.m)     m.g.Vz (W)   Drag x V (W)  Efficiency   XCp.Cl       XNP (m)      Phugoid Freq. (Hz)  Phugoid Damping  Short Period Freq. (Hz)  Short Period Damping Ratio  Dutch Roll Freq. (Hz)  Dutch Roll Damping  Roll Damping  Spiral Damping  Mass (kg)    CoG_x (m)    CoG_z (m)    
          0          4.6            0            0      0.68037     0.029691    0.0088121     0.020879            0     -0.24485            0     -0.24485  -5.6728e-18   4.9483e-19   2.7018e-20   4.6781e-19       22.915       18.901       1.2124        72.85       3.1792      -3.6141            0       72.795            0            0            0            0            0            0       18.782            0         18.8       2.4988   -1.219e-15      -6.9554   8.2359e-18          nan          nan          nan        16.62            0       59.769      0.93612          nan            0            0            0            0            0            0            0            0            0            0            0            0  
          0          4.8            0            0      0.69475     0.030696    0.0089028     0.021793            0     -0.24788            0     -0.24788   -3.925e-18   2.7263e-19   4.5579e-20   2.2705e-19       22.633       18.865       1.1997        74.39       3.2868      -3.8995            0       74.325            0            0            0            0            0            0       18.782            0         18.8       2.5298  -8.4166e-16      -7.0415  -1.2087e-17          nan          nan          nan       16.975            0       61.791      0.93517          nan            0            0            0            0            0            0            0            0            0            0            0            0  
          0            5            0            0      0.70916     0.031718    0.0089979      0.02272            0     -0.25091            0     -0.25091  -4.7863e-18   3.4234e-19   3.3752e-21   3.3896e-19       22.358       18.828       1.1875       75.933       3.3962      -4.1945            0       75.856            0            0            0            0            0            0       18.781            0         18.8       2.5609  -1.0274e-15      -7.1276  -1.6294e-17          nan          nan          nan       17.329            0       63.849       0.9346          nan            0            0            0            0            0            0            0            0            0            0            0            0  
          0          5.2            0            0      0.72351     0.032766    0.0091038     0.023662            0     -0.25392            0     -0.25392   -2.334e-18   4.0576e-19   3.3742e-20   3.7202e-19       22.081       18.782       1.1756        77.47       3.5084      -4.4981            0       77.381            0            0            0            0            0            0       18.781            0         18.8        2.593    -5.05e-16      -7.2131   4.1295e-17          nan          nan          nan       17.683            0       65.958       0.9341          nan            0            0            0            0            0            0            0            0            0            0            0            0  
          0          5.4            0            0      0.73773     0.033821    0.0092181     0.024603            0     -0.25684            0     -0.25684   -3.094e-18   3.6263e-19  -2.8671e-20   3.9131e-19       21.813       18.735       1.1643       78.992       3.6214      -4.8112            0        78.89            0            0            0            0            0            0        18.78            0         18.8       2.6249  -6.6752e-16      -7.2961   1.4905e-17          nan          nan          nan       18.032            0       68.082      0.93404          nan            0            0            0            0            0            0            0            0            0            0            0            0  
          0          5.6            0            0      0.75186     0.034905    0.0093416     0.025564            0     -0.25974            0     -0.25974  -4.6583e-18   5.3578e-19  -8.4299e-21   5.4421e-19        21.54       18.677       1.1533       80.505       3.7375      -5.1317            0       80.388            0            0            0            0            0            0        18.78            0         18.8       2.6581  -1.0042e-15      -7.3784   1.6827e-17          nan          nan          nan       18.381            0       70.265      0.93368          nan            0            0            0            0            0            0            0            0            0            0            0            0  
          0          5.8            0            0      0.76564     0.036014    0.0094838      0.02653            0      -0.2625            0      -0.2625  -7.8455e-18    1.121e-18   3.8764e-20   1.0822e-18        21.26       18.602       1.1428       81.981       3.8562      -5.4585            0       81.848            0            0            0            0            0            0       18.779            0         18.8       2.6931  -1.6949e-15      -7.4567   6.9129e-17          nan          nan          nan       18.723            0       72.497      0.93297          nan            0            0            0            0            0            0            0            0            0            0            0            0  
          0            6            0            0      0.77912     0.037146    0.0096529     0.027493            0     -0.26511            0     -0.26511  -4.6869e-18   8.3112e-19   4.5489e-20   7.8563e-19       20.975       18.514       1.1329       83.424       3.9774      -5.7926            0       83.275            0            0            0            0            0            0       18.779            0         18.8       2.7296  -1.0158e-15      -7.5309   7.2201e-17          nan          nan          nan        19.06            0       74.774      0.93229          nan            0            0            0            0            0            0            0            0            0            0            0            0  
          0          6.2            0            0      0.79208      0.03831     0.009864     0.028446            0      -0.2675            0      -0.2675  -6.7485e-18   9.2618e-19   5.2209e-20   8.7397e-19       20.676       18.401       1.1236       84.812        4.102      -6.1316            0       84.645            0            0            0            0            0            0       18.778            0         18.8        2.769  -1.4569e-15      -7.5989   4.1234e-17          nan          nan          nan        19.39            0       77.118      0.93128          nan            0            0            0            0            0            0            0            0            0            0            0            0  
          0          6.4            0            0      0.80436     0.039499     0.010126     0.029372            0      -0.2696            0      -0.2696  -3.7604e-18   1.3937e-18     6.33e-19   7.6074e-19       20.364       18.264        1.115       86.126       4.2294       -6.475            0        85.94            0            0            0            0            0            0       18.777            0         18.8       2.8113  -8.1844e-16      -7.6585   2.0854e-16          nan          nan          nan       19.709            0       79.512      0.93007          nan            0            0            0            0            0            0            0            0            0            0            0            0  
          0          6.6            0            0       0.8151     0.040733     0.010489     0.030243            0     -0.27107            0     -0.27107  -3.9676e-18   9.0932e-19   2.9786e-19   6.1146e-19       20.011       18.067       1.1076       87.277       4.3615      -6.8145            0       87.071            0            0            0            0            0            0       18.777            0         18.8       2.8608  -8.5907e-16      -7.7003   9.6631e-17          nan          nan          nan       20.004            0       81.995      0.92758          nan            0            0            0            0            0            0            0            0            0            0            0            0  
          0          6.8            0            0      0.82525     0.042025     0.010946      0.03108            0      -0.2723            0      -0.2723  -4.4876e-18   1.1343e-18   3.0952e-19   8.2477e-19       19.637       17.839       1.1008       88.363       4.4999      -7.1581            0       88.136            0            0            0            0            0            0       18.776            0         18.8       2.9152  -9.7516e-16      -7.7353   1.2835e-16          nan          nan          nan       20.287            0       84.598      0.92523          nan            0            0            0            0            0            0            0            0            0            0            0            0  
          0            7            0            0      0.83442     0.043373     0.011497     0.031876            0     -0.27313            0     -0.27313  -2.4749e-18    1.019e-18   2.6903e-19      7.5e-19       19.238       17.573       1.0947       89.345       4.6442      -7.5008            0       89.095            0            0            0            0            0            0       18.775            0         18.8       2.9756  -5.4563e-16      -7.7588   1.5287e-16          nan          nan          nan        20.55            0        87.31      0.92227          nan            0            0            0            0            0            0            0            0            0            0            0            0  
          0          7.2            0            0      0.84132     0.044814     0.012245     0.032568            0     -0.27301            0     -0.27301  -5.4469e-18   1.2656e-18   2.6471e-19   1.0009e-18       18.774        17.22       1.0902       90.084       4.7984      -7.8307            0       89.811            0            0            0            0            0            0       18.773            0         18.8       3.0491  -1.1841e-15      -7.7553    1.236e-16          nan          nan          nan       20.782            0       90.211      0.91766          nan            0            0            0            0            0            0            0            0            0            0            0            0  
          0          9.2            0            0      0.95039     0.058221     0.016226     0.041995            0     -0.28851            0     -0.28851  -2.4839e-18   9.6999e-19   3.0937e-20   9.3905e-19       16.324       15.914       1.0258       101.76        6.234      -11.831            0       101.17            0            0            0            0            0            0       18.765            0         18.8       3.5056  -5.5724e-16      -8.1958   1.2018e-16          nan          nan          nan       23.484            0        117.2      0.90816          nan            0            0            0            0            0            0            0            0            0            0            0            0  
          0          9.6            0            0      0.96913     0.060851      0.01707     0.043781            0     -0.29022            0     -0.29022  -1.7285e-18   4.5887e-19   -4.844e-20   5.0731e-19       15.926       15.679       1.0158       103.77       6.5156      -12.683            0        103.1            0            0            0            0            0            0       18.763            0         18.8       3.5928   -3.831e-16      -8.2443   3.4865e-17          nan          nan          nan       23.987            0       122.49      0.90581          nan            0            0            0            0            0            0            0            0            0            0            0            0  
          0           10            0            0      0.98454     0.063493     0.018139     0.045354            0     -0.29063            0     -0.29063  -1.2984e-18   3.6425e-19   2.3523e-19   1.2902e-19       15.506       15.386       1.0078       105.42       6.7985      -13.523            0       104.66            0            0            0            0            0            0       18.761            0         18.8       3.6899  -2.7862e-16      -8.2559    3.008e-17          nan          nan          nan        24.42            0       127.81      0.90242          nan            0            0            0            0            0            0            0            0            0            0            0            0  
          0         10.2            0            0      0.99215     0.064762     0.018702      0.04606            0     -0.29079            0     -0.29079  -1.2874e-18   1.9818e-19   3.1262e-19  -1.1443e-19        15.32        15.26       1.0039       106.23       6.9344      -13.959            0       105.43            0            0            0            0            0            0        18.76            0         18.8       3.7346  -2.6701e-16      -8.2605  -4.9201e-18          nan          nan          nan       24.651            0       130.37      0.90238          nan            0            0            0            0            0            0            0            0            0            0            0            0  
          0         10.4            0            0      0.99879     0.066132     0.019315     0.046817            0     -0.29073            0     -0.29073   -2.882e-18   7.8182e-19   2.6826e-19   5.1355e-19       15.103       15.094       1.0006       106.95       7.0811      -14.375            0       106.09            0            0            0            0            0            0       18.759            0         18.8       3.7882  -6.2689e-16      -8.2588   5.5166e-17          nan          nan          nan       24.858            0       133.12       0.8997          nan            0            0            0            0            0            0            0            0            0            0            0            0  
          0         10.6            0            0       1.0048     0.067545      0.01999     0.047555            0     -0.29052            0     -0.29052  -6.1177e-18   1.0877e-18    1.815e-19   9.0617e-19       14.877       14.913      0.99759       107.59       7.2323      -14.787            0       106.69            0            0            0            0            0            0       18.758            0         18.8       3.8456  -1.3234e-15      -8.2529  -1.0706e-17          nan          nan          nan       25.051            0       135.97      0.89652          nan            0            0            0            0            0            0            0            0            0            0            0            0  
          0         10.8            0            0       1.0106     0.068992     0.020722     0.048269            0     -0.29026            0     -0.29026  -3.9582e-18   6.5683e-19   2.8705e-19   3.6978e-19       14.648       14.725      0.99475       108.21       7.3873      -15.199            0       107.26            0            0            0            0            0            0       18.756            0         18.8       3.9055  -8.4746e-16      -8.2453  -1.8466e-17          nan          nan          nan       25.236            0       138.88      0.89337          nan            0            0            0            0            0            0            0            0            0            0            0            0  
          0           11            0            0        1.016     0.070477     0.021519     0.048959            0     -0.28993            0     -0.28993  -2.0192e-18   6.5736e-19   2.4944e-19   4.0792e-19       14.416       14.531      0.99208       108.79       7.5463      -15.612            0       107.79            0            0            0            0            0            0       18.755            0         18.8        3.968  -4.4115e-16      -8.2361   5.7659e-17          nan          nan          nan       25.408            0       141.87       0.8903          nan            0            0            0            0            0            0            0            0            0            0            0            0  
          0         11.2            0            0       1.0215     0.072013     0.022379     0.049634            0     -0.28964            0     -0.28964  -6.4521e-18   1.3744e-18   1.8945e-19    1.185e-18       14.185       14.336      0.98943       109.37       7.7108      -16.031            0       108.32            0            0            0            0            0            0       18.753            0         18.8       4.0326  -1.4047e-15      -8.2279   2.1906e-17          nan          nan          nan       25.573            0       144.96      0.88763          nan            0            0            0            0            0            0            0            0            0            0            0            0  
          0         11.4            0            0       1.0271     0.073606     0.023265     0.050341            0     -0.28949            0     -0.28949  -2.3216e-18  -2.7188e-19   2.7152e-19   -5.434e-19       13.954       14.142      0.98671       109.98       7.8814      -16.454            0       108.88            0            0            0            0            0            0       18.752            0         18.8       4.0989  -4.6436e-16      -8.2236  -1.5303e-16          nan          nan          nan       25.735            0       148.17      0.88488          nan            0            0            0            0            0            0            0            0            0            0            0            0  
